"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2775"
">","THREAD_COUNT:","18"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-78.990395"
">","EXTENTS_RIGHT:","78.303735"
">","EXTENTS_BOTTOM:","0.000000"
">","EXTENTS_WIDTH:","78.303735"
">","EXTENTS_HEIGHT:","78.990395"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","0","0","0","(null)","(null)"
"$","2","0","0","0","(null)","(null)"
"$","3","0","0","0","(null)","(null)"
"$","4","0","0","0","(null)","(null)"
"$","5","0","0","0","(null)","(null)"
"$","6","0","0","0","(null)","(null)"
"$","7","0","0","0","(null)","(null)"
"$","8","0","0","0","(null)","(null)"
"$","9","0","0","0","(null)","(null)"
"$","10","0","0","0","(null)","(null)"
"$","11","0","0","0","(null)","(null)"
"$","12","255","0","0","(null)","(null)"
"$","13","91","206","250","(null)","(null)"
"$","14","245","169","184","(null)","(null)"
"$","15","255","255","255","(null)","(null)"
"$","16","245","169","184","(null)","(null)"
"$","17","91","206","250","(null)","(null)"
"$","18","255","0","0","(null)","(null)"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","29.6893","-20.5366"
"*","STITCH","25.0279","-17.3986"
"*","STITCH","26.3535","-16.0729"
"*","STITCH","64.9299","-16.0729"
"*","STITCH","65.9515","-16.0729"
"*","STITCH","65.2429","-16.7815"
"*","STITCH","65.6762","-17.7624"
"*","STITCH","67.3657","-16.0729"
"*","STITCH","68.7799","-16.0729"
"*","STITCH","66.0816","-18.7712"
"*","STITCH","66.4436","-19.8234"
"*","STITCH","66.9984","-19.2687"
"*","STITCH","69.6792","-16.5878"
"*","STITCH","70.2830","-17.3982"
"*","STITCH","66.7821","-20.8992"
"*","STITCH","67.0642","-22.0313"
"*","STITCH","70.8869","-18.2086"
"*","STITCH","71.4907","-19.0190"
"*","STITCH","67.3084","-23.2013"
"*","STITCH","67.5002","-24.4236"
"*","STITCH","69.8268","-22.0971"
"*","STITCH","72.0265","-19.8974"
"*","STITCH","72.5396","-20.7985"
"*","STITCH","67.6148","-25.7233"
"*","STITCH","67.6707","-27.0816"
"*","STITCH","73.0528","-21.6995"
"*","STITCH","73.5659","-22.6006"
"*","STITCH","69.2965","-26.8701"
"*","STITCH","67.6420","-28.5245"
"*","STITCH","67.4032","-30.1776"
"*","STITCH","72.6552","-24.9255"
"*","STITCH","74.0260","-23.5547"
"*","STITCH","74.4639","-24.5310"
"*","STITCH","67.1637","-31.8313"
"*","STITCH","68.4612","-31.9479"
"*","STITCH","68.7661","-31.6430"
"*","STITCH","74.8681","-25.5411"
"*","STITCH","75.2520","-26.5714"
"*","STITCH","72.1249","-29.6985"
"*","STITCH","69.8755","-31.9479"
"*","STITCH","71.2897","-31.9479"
"*","STITCH","75.4836","-27.7539"
"*","STITCH","75.6073","-27.6303"
"*","STITCH","75.9346","-28.7172"
"*","STITCH","72.7039","-31.9479"
"*","STITCH","74.1181","-31.9479"
"*","STITCH","76.2414","-29.8246"
"*","STITCH","76.5094","-30.9708"
"*","STITCH","75.5323","-31.9479"
"*","STITCH","68.0323","-31.9479"
"*","STITCH","67.5912","-25.3724"
"*","STITCH","65.8314","-18.1135"
"*","STITCH","65.2429","-16.7815"
"*","STITCH","65.9515","-16.0729"
"*","TRIM","67.1468","-31.9479"
"*","COLOR","67.1468","-31.9479"
"*","JUMP","67.1468","-31.9479"
"*","STITCH","67.1468","-31.9479"
"*","STITCH","64.2799","-38.8428"
"*","STITCH","59.2448","-44.3157"
"*","STITCH","52.2072","-46.2552"
"*","STITCH","46.4034","-41.9757"
"*","STITCH","44.6490","-34.7573"
"*","STITCH","40.0620","-31.9479"
"*","STITCH","34.5990","-33.9026"
"*","STITCH","33.0709","-41.1733"
"*","STITCH","27.7432","-46.0522"
"*","STITCH","20.5659","-44.7365"
"*","STITCH","15.2527","-39.5481"
"*","STITCH","12.1949","-32.7550"
"*","STITCH","5.3130","-31.9479"
"*","STITCH","3.4074","-31.9479"
"*","STITCH","2.4168","-32.9385"
"*","STITCH","3.4074","-31.9479"
"*","STITCH","4.8216","-31.9479"
"*","STITCH","2.4749","-34.2947"
"*","STITCH","2.1258","-34.6437"
"*","STITCH","1.9395","-36.2443"
"*","STITCH","5.8336","-32.3501"
"*","STITCH","6.2358","-31.9479"
"*","STITCH","7.6501","-31.9479"
"*","STITCH","1.8140","-37.7840"
"*","STITCH","1.7603","-39.2519"
"*","STITCH","1.9445","-39.0676"
"*","STITCH","9.0643","-31.9479"
"*","STITCH","10.4785","-31.9479"
"*","STITCH","5.3033","-37.1231"
"*","STITCH","1.8001","-40.6264"
"*","STITCH","1.8398","-42.0008"
"*","STITCH","8.6621","-35.1786"
"*","STITCH","11.8927","-31.9479"
"*","STITCH","12.2597","-32.9951"
"*","STITCH","12.0208","-33.2340"
"*","STITCH","1.8864","-43.3685"
"*","STITCH","2.0687","-44.6004"
"*","STITCH","4.7730","-41.8961"
"*","STITCH","12.5603","-34.1087"
"*","STITCH","12.9219","-35.1614"
"*","STITCH","8.1317","-39.9515"
"*","STITCH","2.2510","-45.8323"
"*","STITCH","2.4333","-47.0642"
"*","STITCH","11.4905","-38.0070"
"*","STITCH","13.3529","-36.1446"
"*","STITCH","13.7839","-37.1278"
"*","STITCH","4.2426","-46.6690"
"*","STITCH","3.0888","-47.8229"
"*","STITCH","4.5030","-47.8229"
"*","STITCH","7.6014","-44.7245"
"*","STITCH","14.2934","-38.0325"
"*","STITCH","14.8416","-38.8986"
"*","STITCH","10.9602","-42.7800"
"*","STITCH","5.9172","-47.8229"
"*","STITCH","7.3314","-47.8229"
"*","STITCH","14.3189","-40.8354"
"*","STITCH","15.3897","-39.7646"
"*","STITCH","15.9937","-40.5749"
"*","STITCH","8.7456","-47.8229"
"*","STITCH","10.1598","-47.8229"
"*","STITCH","10.4298","-47.5529"
"*","STITCH","16.6476","-41.3352"
"*","STITCH","17.3015","-42.0955"
"*","STITCH","13.7886","-45.6084"
"*","STITCH","11.5740","-47.8229"
"*","STITCH","12.9883","-47.8229"
"*","STITCH","17.1473","-43.6638"
"*","STITCH","17.9581","-42.8531"
"*","STITCH","18.7405","-43.4849"
"*","STITCH","14.4025","-47.8229"
"*","STITCH","15.8167","-47.8229"
"*","STITCH","19.5493","-44.0903"
"*","STITCH","20.4139","-44.6399"
"*","STITCH","17.2309","-47.8229"
"*","STITCH","18.6451","-47.8229"
"*","STITCH","19.9758","-46.4923"
"*","STITCH","21.3398","-45.1282"
"*","STITCH","22.3075","-45.5747"
"*","STITCH","20.0593","-47.8229"
"*","STITCH","21.4735","-47.8229"
"*","STITCH","23.3822","-45.9142"
"*","STITCH","24.5175","-46.1932"
"*","STITCH","22.8878","-47.8229"
"*","STITCH","24.3020","-47.8229"
"*","STITCH","25.8039","-46.3210"
"*","STITCH","27.3866","-46.1525"
"*","STITCH","26.1630","-47.3762"
"*","STITCH","25.7162","-47.8229"
"*","STITCH","27.1304","-47.8229"
"*","STITCH","29.5217","-45.4316"
"*","STITCH","29.8524","-45.1009"
"*","STITCH","32.4116","-42.5417"
"*","STITCH","40.1283","-34.8250"
"*","STITCH","43.0054","-31.9479"
"*","STITCH","41.5912","-31.9479"
"*","STITCH","36.7696","-36.7696"
"*","STITCH","33.6134","-39.9258"
"*","STITCH","34.1680","-37.9569"
"*","STITCH","40.1770","-31.9479"
"*","STITCH","38.7628","-31.9479"
"*","STITCH","34.4685","-36.2422"
"*","STITCH","34.6000","-34.6965"
"*","STITCH","37.2999","-31.9966"
"*","STITCH","35.9343","-31.9479"
"*","STITCH","34.5744","-33.3078"
"*","STITCH","34.5184","-31.9497"
"*","STITCH","42.0201","-31.9479"
"*","STITCH","44.4196","-31.9479"
"*","STITCH","43.4871","-32.8805"
"*","STITCH","32.8805","-43.4871"
"*","STITCH","28.5446","-47.8229"
"*","STITCH","29.9588","-47.8229"
"*","STITCH","36.2392","-41.5425"
"*","STITCH","44.7101","-33.0717"
"*","STITCH","44.6569","-34.5390"
"*","STITCH","39.5980","-39.5980"
"*","STITCH","31.3730","-47.8229"
"*","STITCH","32.7873","-47.8229"
"*","STITCH","42.9567","-37.6534"
"*","STITCH","44.7420","-35.8682"
"*","STITCH","44.8827","-37.1417"
"*","STITCH","35.7089","-46.3155"
"*","STITCH","34.2015","-47.8229"
"*","STITCH","35.6157","-47.8229"
"*","STITCH","39.0677","-44.3710"
"*","STITCH","45.0731","-38.3655"
"*","STITCH","45.3597","-39.4931"
"*","STITCH","42.4264","-42.4264"
"*","STITCH","37.0299","-47.8229"
"*","STITCH","38.4441","-47.8229"
"*","STITCH","45.7323","-40.5348"
"*","STITCH","46.1733","-41.5079"
"*","STITCH","39.8583","-47.8229"
"*","STITCH","41.2725","-47.8229"
"*","STITCH","41.8961","-47.1994"
"*","STITCH","46.6706","-42.4249"
"*","STITCH","47.2318","-43.2779"
"*","STITCH","45.2548","-45.2548"
"*","STITCH","42.6867","-47.8229"
"*","STITCH","44.1010","-47.8229"
"*","STITCH","47.8964","-44.0275"
"*","STITCH","48.6415","-44.6966"
"*","STITCH","45.5152","-47.8229"
"*","STITCH","46.9294","-47.8229"
"*","STITCH","49.4643","-45.2880"
"*","STITCH","50.4143","-45.7522"
"*","STITCH","48.3436","-47.8229"
"*","STITCH","49.7578","-47.8229"
"*","STITCH","51.4420","-46.1387"
"*","STITCH","52.6484","-46.3466"
"*","STITCH","51.1720","-47.8229"
"*","STITCH","52.5862","-47.8229"
"*","STITCH","54.0448","-46.3644"
"*","STITCH","55.8354","-45.9880"
"*","STITCH","54.0005","-47.8229"
"*","STITCH","55.4147","-47.8229"
"*","STITCH","58.4050","-44.8326"
"*","STITCH","63.7426","-39.6698"
"*","STITCH","64.0669","-39.1707"
"*","STITCH","64.8770","-38.3605"
"*","STITCH","71.2897","-31.9479"
"*","STITCH","69.8755","-31.9479"
"*","STITCH","65.7311","-36.0923"
"*","STITCH","66.6066","-33.8025"
"*","STITCH","68.4612","-31.9479"
"*","STITCH","72.7039","-31.9479"
"*","STITCH","68.2358","-36.4160"
"*","STITCH","57.6292","-47.0226"
"*","STITCH","56.8289","-47.8229"
"*","STITCH","58.2431","-47.8229"
"*","STITCH","60.9880","-45.0781"
"*","STITCH","71.5946","-34.4715"
"*","STITCH","74.1181","-31.9479"
"*","STITCH","75.5323","-31.9479"
"*","STITCH","74.9533","-32.5269"
"*","STITCH","64.3467","-43.1335"
"*","STITCH","59.6573","-47.8229"
"*","STITCH","61.0715","-47.8229"
"*","STITCH","67.7055","-41.1890"
"*","STITCH","76.7671","-32.1273"
"*","STITCH","76.9648","-33.3439"
"*","STITCH","71.0642","-39.2444"
"*","STITCH","62.4857","-47.8229"
"*","STITCH","63.9000","-47.8229"
"*","STITCH","74.4230","-37.2999"
"*","STITCH","77.1625","-34.5604"
"*","STITCH","77.3402","-35.7969"
"*","STITCH","67.1751","-45.9619"
"*","STITCH","65.3142","-47.8229"
"*","STITCH","66.7284","-47.8229"
"*","STITCH","70.5339","-44.0174"
"*","STITCH","77.4537","-37.0976"
"*","STITCH","77.5671","-38.3984"
"*","STITCH","73.8927","-42.0729"
"*","STITCH","68.1426","-47.8229"
"*","STITCH","69.5568","-47.8229"
"*","STITCH","77.2514","-40.1283"
"*","STITCH","77.6267","-39.7530"
"*","STITCH","77.5366","-41.2573"
"*","STITCH","70.9710","-47.8229"
"*","STITCH","72.3852","-47.8229"
"*","STITCH","73.3623","-46.8458"
"*","STITCH","77.4465","-42.7616"
"*","STITCH","77.2948","-44.3276"
"*","STITCH","76.7211","-44.9013"
"*","STITCH","73.7994","-47.8229"
"*","STITCH","75.2137","-47.8229"
"*","STITCH","77.0470","-45.9896"
"*","STITCH","76.7991","-47.6516"
"*","STITCH","76.6279","-47.8229"
"*","STITCH","69.1279","-47.8229"
"*","STITCH","61.6279","-47.8229"
"*","STITCH","54.1279","-47.8229"
"*","STITCH","46.6279","-47.8229"
"*","STITCH","39.1279","-47.8229"
"*","STITCH","31.6279","-47.8229"
"*","STITCH","24.1279","-47.8229"
"*","STITCH","16.6279","-47.8229"
"*","STITCH","9.1279","-47.8229"
"*","STITCH","2.4112","-46.9151"
"*","STITCH","1.7662","-39.4560"
"*","STITCH","2.4168","-32.9385"
"*","STITCH","3.4074","-31.9479"
"*","TRIM","3.4074","-47.8229"
"*","COLOR","3.4074","-47.8229"
"*","JUMP","3.4074","-47.8229"
"*","STITCH","3.4074","-47.8229"
"*","STITCH","3.0888","-47.8229"
"*","STITCH","2.6609","-48.2508"
"*","STITCH","2.9610","-49.3649"
"*","STITCH","4.5030","-47.8229"
"*","STITCH","5.9172","-47.8229"
"*","STITCH","3.2612","-50.4789"
"*","STITCH","3.5613","-51.5930"
"*","STITCH","3.7123","-51.4420"
"*","STITCH","7.3314","-47.8229"
"*","STITCH","8.7456","-47.8229"
"*","STITCH","7.0711","-49.4975"
"*","STITCH","3.9134","-52.6551"
"*","STITCH","4.3155","-53.6673"
"*","STITCH","10.1598","-47.8229"
"*","STITCH","11.5740","-47.8229"
"*","STITCH","4.7175","-54.6794"
"*","STITCH","5.1196","-55.6916"
"*","STITCH","6.5407","-54.2704"
"*","STITCH","12.9883","-47.8229"
"*","STITCH","14.4025","-47.8229"
"*","STITCH","9.8995","-52.3259"
"*","STITCH","5.5630","-56.6624"
"*","STITCH","6.0564","-57.5832"
"*","STITCH","13.2583","-50.3814"
"*","STITCH","15.8167","-47.8229"
"*","STITCH","17.2309","-47.8229"
"*","STITCH","16.6170","-48.4368"
"*","STITCH","6.5499","-58.5039"
"*","STITCH","7.0434","-59.4247"
"*","STITCH","9.3692","-57.0989"
"*","STITCH","18.6451","-47.8229"
"*","STITCH","20.0593","-47.8229"
"*","STITCH","12.7279","-55.1543"
"*","STITCH","7.5585","-60.3238"
"*","STITCH","8.1368","-61.1597"
"*","STITCH","16.0867","-53.2098"
"*","STITCH","21.4735","-47.8229"
"*","STITCH","22.8878","-47.8229"
"*","STITCH","19.4454","-51.2652"
"*","STITCH","8.8388","-61.8718"
"*","STITCH","8.7151","-61.9956"
"*","STITCH","9.2935","-62.8314"
"*","STITCH","12.1976","-59.9273"
"*","STITCH","22.8042","-49.3207"
"*","STITCH","24.3020","-47.8229"
"*","STITCH","25.7162","-47.8229"
"*","STITCH","15.5563","-57.9828"
"*","STITCH","9.8718","-63.6673"
"*","STITCH","11.2554","-63.6979"
"*","STITCH","18.9151","-56.0382"
"*","STITCH","27.1304","-47.8229"
"*","STITCH","28.5446","-47.8229"
"*","STITCH","22.2739","-54.0937"
"*","STITCH","12.6696","-63.6979"
"*","STITCH","14.0838","-63.6979"
"*","STITCH","15.0260","-62.7557"
"*","STITCH","25.6326","-52.1491"
"*","STITCH","29.9588","-47.8229"
"*","STITCH","31.3730","-47.8229"
"*","STITCH","28.9914","-50.2046"
"*","STITCH","18.3848","-60.8112"
"*","STITCH","15.4980","-63.6979"
"*","STITCH","16.9123","-63.6979"
"*","STITCH","21.7435","-58.8666"
"*","STITCH","32.3501","-48.2600"
"*","STITCH","32.7873","-47.8229"
"*","STITCH","34.2015","-47.8229"
"*","STITCH","25.1023","-56.9221"
"*","STITCH","18.3265","-63.6979"
"*","STITCH","19.7407","-63.6979"
"*","STITCH","28.4610","-54.9776"
"*","STITCH","35.6157","-47.8229"
"*","STITCH","37.0299","-47.8229"
"*","STITCH","31.8198","-53.0330"
"*","STITCH","21.2132","-63.6396"
"*","STITCH","22.5691","-63.6979"
"*","STITCH","24.5720","-61.6951"
"*","STITCH","35.1786","-51.0885"
"*","STITCH","38.4441","-47.8229"
"*","STITCH","39.8583","-47.8229"
"*","STITCH","38.5373","-49.1439"
"*","STITCH","27.9307","-59.7505"
"*","STITCH","23.9833","-63.6979"
"*","STITCH","25.3975","-63.6979"
"*","STITCH","31.2895","-57.8060"
"*","STITCH","41.2725","-47.8229"
"*","STITCH","42.6867","-47.8229"
"*","STITCH","34.6482","-55.8614"
"*","STITCH","26.8117","-63.6979"
"*","STITCH","28.2260","-63.6979"
"*","STITCH","38.0070","-53.9169"
"*","STITCH","44.1010","-47.8229"
"*","STITCH","45.5152","-47.8229"
"*","STITCH","41.3657","-51.9723"
"*","STITCH","30.7591","-62.5790"
"*","STITCH","29.6402","-63.6979"
"*","STITCH","31.0544","-63.6979"
"*","STITCH","34.1179","-60.6344"
"*","STITCH","44.7245","-50.0278"
"*","STITCH","46.9294","-47.8229"
"*","STITCH","48.3436","-47.8229"
"*","STITCH","48.0833","-48.0833"
"*","STITCH","37.4767","-58.6899"
"*","STITCH","32.4686","-63.6979"
"*","STITCH","33.8828","-63.6979"
"*","STITCH","40.8354","-56.7453"
"*","STITCH","49.7578","-47.8229"
"*","STITCH","51.1720","-47.8229"
"*","STITCH","44.1942","-54.8008"
"*","STITCH","35.2970","-63.6979"
"*","STITCH","36.7112","-63.6979"
"*","STITCH","36.9463","-63.4628"
"*","STITCH","47.5529","-52.8562"
"*","STITCH","52.5862","-47.8229"
"*","STITCH","54.0005","-47.8229"
"*","STITCH","50.9117","-50.9117"
"*","STITCH","40.3051","-61.5183"
"*","STITCH","38.1255","-63.6979"
"*","STITCH","39.5397","-63.6979"
"*","STITCH","43.6638","-59.5737"
"*","STITCH","54.2704","-48.9671"
"*","STITCH","55.4147","-47.8229"
"*","STITCH","56.8289","-47.8229"
"*","STITCH","47.0226","-57.6292"
"*","STITCH","40.9539","-63.6979"
"*","STITCH","42.3681","-63.6979"
"*","STITCH","50.3814","-55.6847"
"*","STITCH","58.2431","-47.8229"
"*","STITCH","59.6573","-47.8229"
"*","STITCH","53.7401","-53.7401"
"*","STITCH","43.7823","-63.6979"
"*","STITCH","45.1965","-63.6979"
"*","STITCH","46.4923","-62.4022"
"*","STITCH","57.0989","-51.7956"
"*","STITCH","61.0715","-47.8229"
"*","STITCH","62.4857","-47.8229"
"*","STITCH","60.4576","-49.8510"
"*","STITCH","49.8510","-60.4576"
"*","STITCH","46.6107","-63.6979"
"*","STITCH","48.0250","-63.6979"
"*","STITCH","53.2098","-58.5131"
"*","STITCH","63.8164","-47.9065"
"*","STITCH","63.9000","-47.8229"
"*","STITCH","65.3142","-47.8229"
"*","STITCH","56.5685","-56.5685"
"*","STITCH","49.4392","-63.6979"
"*","STITCH","50.8534","-63.6979"
"*","STITCH","59.9273","-54.6240"
"*","STITCH","66.7284","-47.8229"
"*","STITCH","68.1426","-47.8229"
"*","STITCH","63.2861","-52.6795"
"*","STITCH","52.6795","-63.2861"
"*","STITCH","52.2676","-63.6979"
"*","STITCH","53.6818","-63.6979"
"*","STITCH","56.0382","-61.3415"
"*","STITCH","66.6448","-50.7349"
"*","STITCH","69.5568","-47.8229"
"*","STITCH","70.9710","-47.8229"
"*","STITCH","70.0036","-48.7904"
"*","STITCH","59.3970","-59.3970"
"*","STITCH","55.0960","-63.6979"
"*","STITCH","56.5102","-63.6979"
"*","STITCH","62.7557","-57.4524"
"*","STITCH","72.3852","-47.8229"
"*","STITCH","73.7994","-47.8229"
"*","STITCH","66.1145","-55.5079"
"*","STITCH","57.9244","-63.6979"
"*","STITCH","59.3387","-63.6979"
"*","STITCH","69.4732","-53.5633"
"*","STITCH","75.2137","-47.8229"
"*","STITCH","76.6279","-47.8229"
"*","STITCH","72.8320","-51.6188"
"*","STITCH","62.2254","-62.2254"
"*","STITCH","60.7529","-63.6979"
"*","STITCH","62.1671","-63.6979"
"*","STITCH","65.5842","-60.2809"
"*","STITCH","76.1908","-49.6743"
"*","STITCH","76.3521","-49.5129"
"*","STITCH","75.8821","-51.3971"
"*","STITCH","68.9429","-58.3363"
"*","STITCH","63.5813","-63.6979"
"*","STITCH","64.9955","-63.6979"
"*","STITCH","72.3017","-56.3918"
"*","STITCH","75.2162","-53.4772"
"*","STITCH","74.4026","-55.7051"
"*","STITCH","66.4097","-63.6979"
"*","STITCH","67.8239","-63.6979"
"*","STITCH","68.4126","-63.1093"
"*","STITCH","73.1766","-58.3452"
"*","STITCH","71.3783","-61.5578"
"*","STITCH","69.2382","-63.6979"
"*","STITCH","61.7382","-63.6979"
"*","STITCH","54.2382","-63.6979"
"*","STITCH","46.7382","-63.6979"
"*","STITCH","39.2382","-63.6979"
"*","STITCH","31.7382","-63.6979"
"*","STITCH","24.2382","-63.6979"
"*","STITCH","16.7382","-63.6979"
"*","STITCH","9.5204","-63.1595"
"*","STITCH","5.6194","-56.7679"
"*","STITCH","3.0610","-49.7359"
"*","STITCH","2.6609","-48.2508"
"*","STITCH","3.0888","-47.8229"
"*","TRIM","9.8929","-63.6979"
"*","COLOR","9.8929","-63.6979"
"*","JUMP","9.8929","-63.6979"
"*","STITCH","9.8929","-63.6979"
"*","STITCH","11.2554","-63.6979"
"*","STITCH","10.5271","-64.4262"
"*","STITCH","11.2554","-63.6979"
"*","STITCH","12.6696","-63.6979"
"*","STITCH","11.6673","-64.7003"
"*","STITCH","11.1854","-65.1821"
"*","STITCH","11.8438","-65.9380"
"*","STITCH","14.0838","-63.6979"
"*","STITCH","15.4980","-63.6979"
"*","STITCH","12.5021","-66.6939"
"*","STITCH","13.2194","-67.3908"
"*","STITCH","16.9123","-63.6979"
"*","STITCH","18.3265","-63.6979"
"*","STITCH","14.4957","-67.5287"
"*","STITCH","13.9554","-68.0690"
"*","STITCH","14.6914","-68.7472"
"*","STITCH","17.8544","-65.5842"
"*","STITCH","19.7407","-63.6979"
"*","STITCH","21.1549","-63.6979"
"*","STITCH","15.4274","-69.4254"
"*","STITCH","16.2070","-70.0600"
"*","STITCH","22.5691","-63.6979"
"*","STITCH","23.9833","-63.6979"
"*","STITCH","17.3241","-70.3571"
"*","STITCH","17.0221","-70.6592"
"*","STITCH","17.8371","-71.2583"
"*","STITCH","20.6829","-68.4126"
"*","STITCH","25.3975","-63.6979"
"*","STITCH","26.8117","-63.6979"
"*","STITCH","24.0416","-66.4680"
"*","STITCH","18.6522","-71.8575"
"*","STITCH","19.4986","-72.4253"
"*","STITCH","27.4004","-64.5235"
"*","STITCH","28.2260","-63.6979"
"*","STITCH","29.6402","-63.6979"
"*","STITCH","20.3965","-72.9416"
"*","STITCH","21.2944","-73.4579"
"*","STITCH","23.5113","-71.2410"
"*","STITCH","31.0544","-63.6979"
"*","STITCH","32.4686","-63.6979"
"*","STITCH","26.8701","-69.2965"
"*","STITCH","22.1923","-73.9742"
"*","STITCH","23.1152","-74.4655"
"*","STITCH","30.2288","-67.3519"
"*","STITCH","33.8828","-63.6979"
"*","STITCH","35.2970","-63.6979"
"*","STITCH","33.5876","-65.4074"
"*","STITCH","24.1025","-74.8925"
"*","STITCH","25.0898","-75.3194"
"*","STITCH","26.3397","-74.0694"
"*","STITCH","36.7112","-63.6979"
"*","STITCH","38.1255","-63.6979"
"*","STITCH","29.6985","-72.1249"
"*","STITCH","26.0770","-75.7464"
"*","STITCH","27.0941","-76.1435"
"*","STITCH","33.0572","-70.1803"
"*","STITCH","39.5397","-63.6979"
"*","STITCH","40.9539","-63.6979"
"*","STITCH","36.4160","-68.2358"
"*","STITCH","28.1807","-76.4711"
"*","STITCH","29.2673","-76.7987"
"*","STITCH","39.7748","-66.2913"
"*","STITCH","42.3681","-63.6979"
"*","STITCH","43.7823","-63.6979"
"*","STITCH","43.1335","-64.3467"
"*","STITCH","32.5269","-74.9533"
"*","STITCH","30.3539","-77.1263"
"*","STITCH","31.4949","-77.3995"
"*","STITCH","35.8857","-73.0088"
"*","STITCH","45.1965","-63.6979"
"*","STITCH","46.6107","-63.6979"
"*","STITCH","39.2444","-71.0642"
"*","STITCH","32.6955","-77.6132"
"*","STITCH","33.8961","-77.8268"
"*","STITCH","42.6032","-69.1197"
"*","STITCH","48.0250","-63.6979"
"*","STITCH","49.4392","-63.6979"
"*","STITCH","45.9619","-67.1751"
"*","STITCH","35.3553","-77.7817"
"*","STITCH","35.0967","-78.0404"
"*","STITCH","36.4127","-78.1386"
"*","STITCH","38.7141","-75.8372"
"*","STITCH","49.3207","-65.2306"
"*","STITCH","50.8534","-63.6979"
"*","STITCH","52.2676","-63.6979"
"*","STITCH","42.0729","-73.8927"
"*","STITCH","37.7486","-78.2169"
"*","STITCH","39.0846","-78.2952"
"*","STITCH","45.4316","-71.9481"
"*","STITCH","53.6818","-63.6979"
"*","STITCH","55.0960","-63.6979"
"*","STITCH","48.7904","-70.0036"
"*","STITCH","40.4947","-78.2993"
"*","STITCH","41.9892","-78.2190"
"*","STITCH","52.1491","-68.0590"
"*","STITCH","56.5102","-63.6979"
"*","STITCH","57.9244","-63.6979"
"*","STITCH","55.5079","-66.1145"
"*","STITCH","44.9013","-76.7211"
"*","STITCH","43.4837","-78.1387"
"*","STITCH","45.0369","-77.9997"
"*","STITCH","48.2600","-74.7765"
"*","STITCH","58.8666","-64.1699"
"*","STITCH","59.3387","-63.6979"
"*","STITCH","60.7529","-63.6979"
"*","STITCH","51.6188","-72.8320"
"*","STITCH","46.7335","-77.7173"
"*","STITCH","48.4302","-77.4348"
"*","STITCH","54.9776","-70.8875"
"*","STITCH","62.1671","-63.6979"
"*","STITCH","63.5813","-63.6979"
"*","STITCH","58.3363","-68.9429"
"*","STITCH","50.3102","-76.9690"
"*","STITCH","52.2963","-76.3971"
"*","STITCH","61.6951","-66.9984"
"*","STITCH","64.9955","-63.6979"
"*","STITCH","66.4097","-63.6979"
"*","STITCH","65.0538","-65.0538"
"*","STITCH","54.5093","-75.5983"
"*","STITCH","56.9538","-74.5680"
"*","STITCH","57.8060","-73.7159"
"*","STITCH","67.8239","-63.6979"
"*","STITCH","69.2382","-63.6979"
"*","STITCH","61.1647","-71.7713"
"*","STITCH","60.1463","-72.7898"
"*","STITCH","53.4121","-76.0608"
"*","STITCH","46.1344","-77.8170"
"*","STITCH","38.6651","-78.2706"
"*","STITCH","31.2344","-77.3532"
"*","STITCH","24.1576","-74.9163"
"*","STITCH","17.6939","-71.1530"
"*","STITCH","12.0790","-66.2082"
"*","STITCH","10.5271","-64.4262"
"*","STITCH","11.2554","-63.6979"
"*","TRIM","2.4012","-38.7180"
"*","COLOR","2.4012","-38.7180"
"*","JUMP","2.4012","-38.7180"
"*","STITCH","2.4012","-38.7180"
"*","STITCH","1.1087","-38.3412"
"*","STITCH","2.4496","-38.2203"
"*","STITCH","1.1570","-37.8435"
"*","STITCH","2.4979","-37.7226"
"*","STITCH","1.2054","-37.3459"
"*","STITCH","2.5463","-37.2250"
"*","STITCH","1.2537","-36.8482"
"*","STITCH","2.5946","-36.7273"
"*","STITCH","1.3021","-36.3506"
"*","STITCH","2.6430","-36.2297"
"*","STITCH","1.3504","-35.8529"
"*","STITCH","2.6913","-35.7320"
"*","STITCH","1.3988","-35.3553"
