"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2775"
">","THREAD_COUNT:","18"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-78.990395"
">","EXTENTS_RIGHT:","78.303735"
">","EXTENTS_BOTTOM:","0.000000"
">","EXTENTS_WIDTH:","78.303735"
">","EXTENTS_HEIGHT:","78.990395"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","0","0","0","(null)","(null)"
"$","2","0","0","0","(null)","(null)"
"$","3","0","0","0","(null)","(null)"
"$","4","0","0","0","(null)","(null)"
"$","5","0","0","0","(null)","(null)"
"$","6","0","0","0","(null)","(null)"
"$","7","0","0","0","(null)","(null)"
"$","8","0","0","0","(null)","(null)"
"$","9","0","0","0","(null)","(null)"
"$","10","0","0","0","(null)","(null)"
"$","11","0","0","0","(null)","(null)"
"$","12","255","0","0","(null)","(null)"
"$","13","91","206","250","(null)","(null)"
"$","14","245","169","184","(null)","(null)"
"$","15","255","255","255","(null)","(null)"
"$","16","245","169","184","(null)","(null)"
"$","17","91","206","250","(null)","(null)"
"$","18","255","0","0","(null)","(null)"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","2.7397","-35.2344"
"*","STITCH","1.4471","-34.8576"
"*","STITCH","2.7880","-34.7367"
"*","STITCH","1.4955","-34.3599"
"*","STITCH","2.8364","-34.2390"
"*","STITCH","1.5723","-33.7866"
"*","STITCH","2.9181","-33.8268"
"*","STITCH","1.6798","-33.2983"
"*","STITCH","3.0256","-33.3385"
"*","STITCH","1.7873","-32.8100"
"*","STITCH","3.1330","-32.8502"
"*","STITCH","1.8948","-32.3217"
"*","STITCH","3.2405","-32.3619"
"*","STITCH","2.0023","-31.8334"
"*","STITCH","3.3480","-31.8736"
"*","STITCH","2.1098","-31.3451"
"*","STITCH","3.4555","-31.3853"
"*","STITCH","2.2172","-30.8567"
"*","STITCH","3.5630","-30.8970"
"*","STITCH","2.3247","-30.3684"
"*","STITCH","3.6705","-30.4087"
"*","STITCH","2.4322","-29.8801"
"*","STITCH","3.7779","-29.9204"
"*","STITCH","2.5688","-29.3169"
"*","STITCH","3.8998","-29.5194"
"*","STITCH","2.7345","-28.8451"
"*","STITCH","4.0655","-29.0476"
"*","STITCH","2.9002","-28.3734"
"*","STITCH","4.2312","-28.5759"
"*","STITCH","3.0659","-27.9016"
"*","STITCH","4.3969","-28.1041"
"*","STITCH","3.2316","-27.4299"
"*","STITCH","4.5626","-27.6324"
"*","STITCH","3.3972","-26.9581"
"*","STITCH","4.7283","-27.1606"
"*","STITCH","3.5629","-26.4864"
"*","STITCH","4.8939","-26.6889"
"*","STITCH","3.7286","-26.0146"
"*","STITCH","5.0596","-26.2171"
"*","STITCH","3.8943","-25.5429"
"*","STITCH","5.2253","-25.7454"
"*","STITCH","4.0600","-25.0711"
"*","STITCH","5.3872","-25.3592"
"*","STITCH","4.3123","-24.5486"
"*","STITCH","5.6089","-24.9111"
"*","STITCH","4.5340","-24.1004"
"*","STITCH","5.8306","-24.4629"
"*","STITCH","4.7557","-23.6523"
"*","STITCH","6.0523","-24.0148"
"*","STITCH","4.9774","-23.2041"
"*","STITCH","6.2740","-23.5666"
"*","STITCH","5.1990","-22.7559"
"*","STITCH","6.4957","-23.1184"
"*","STITCH","5.4207","-22.3078"
"*","STITCH","6.7174","-22.6703"
"*","STITCH","5.6424","-21.8596"
"*","STITCH","6.9391","-22.2221"
"*","STITCH","5.8641","-21.4114"
"*","STITCH","7.1607","-21.7739"
"*","STITCH","6.0858","-20.9633"
"*","STITCH","7.3585","-21.4045"
"*","STITCH","6.3896","-20.4697"
"*","STITCH","7.6328","-20.9864"
"*","STITCH","6.6638","-20.0517"
"*","STITCH","7.9071","-20.5683"
"*","STITCH","6.9381","-19.6336"
"*","STITCH","8.1814","-20.1503"
"*","STITCH","7.2124","-19.2156"
"*","STITCH","8.4556","-19.7322"
"*","STITCH","7.4867","-18.7975"
"*","STITCH","8.7299","-19.3142"
"*","STITCH","7.7610","-18.3794"
"*","STITCH","9.0042","-18.8961"
"*","STITCH","8.0352","-17.9614"
"*","STITCH","9.2785","-18.4780"
"*","STITCH","8.3095","-17.5433"
"*","STITCH","9.5528","-18.0600"
"*","STITCH","8.5838","-17.1253"
"*","STITCH","9.8270","-17.6419"
"*","STITCH","8.9294","-16.6615"
"*","STITCH","10.1019","-17.3232"
"*","STITCH","9.2517","-16.2792"
"*","STITCH","10.4242","-16.9410"
"*","STITCH","9.5741","-15.8970"
"*","STITCH","10.7466","-16.5588"
"*","STITCH","9.8964","-15.5148"
"*","STITCH","11.0689","-16.1766"
"*","STITCH","10.2188","-15.1326"
"*","STITCH","11.3912","-15.7943"
"*","STITCH","10.5411","-14.7503"
"*","STITCH","11.7136","-15.4121"
"*","STITCH","10.8635","-14.3681"
"*","STITCH","12.0359","-15.0299"
"*","STITCH","11.1858","-13.9859"
"*","STITCH","12.3583","-14.6477"
"*","STITCH","11.5082","-13.6037"
"*","STITCH","12.6806","-14.2654"
"*","STITCH","11.8842","-13.1651"
"*","STITCH","12.9708","-13.9600"
"*","STITCH","12.2492","-12.8234"
"*","STITCH","13.3358","-13.6184"
"*","STITCH","12.6143","-12.4817"
"*","STITCH","13.7009","-13.2767"
"*","STITCH","12.9793","-12.1400"
"*","STITCH","14.0659","-12.9350"
"*","STITCH","13.3443","-11.7983"
"*","STITCH","14.4309","-12.5933"
"*","STITCH","13.7094","-11.4566"
"*","STITCH","14.7959","-12.2516"
"*","STITCH","14.0744","-11.1149"
"*","STITCH","15.1610","-11.9099"
"*","STITCH","14.4394","-10.7732"
"*","STITCH","15.5260","-11.5682"
"*","STITCH","14.8045","-10.4315"
"*","STITCH","15.8910","-11.2265"
"*","STITCH","15.1695","-10.0899"
"*","STITCH","16.2561","-10.8848"
"*","STITCH","15.6017","-9.7103"
"*","STITCH","16.5901","-10.6244"
"*","STITCH","16.0035","-9.4127"
"*","STITCH","16.9919","-10.3268"
"*","STITCH","16.4052","-9.1150"
"*","STITCH","17.3936","-10.0291"
"*","STITCH","16.8069","-8.8173"
"*","STITCH","17.7954","-9.7315"
"*","STITCH","17.2087","-8.5197"
"*","STITCH","18.1971","-9.4338"
"*","STITCH","17.6104","-8.2220"
"*","STITCH","18.5989","-9.1362"
"*","STITCH","18.0122","-7.9244"
"*","STITCH","19.0006","-8.8385"
"*","STITCH","18.4139","-7.6267"
"*","STITCH","19.4024","-8.5408"
"*","STITCH","18.8157","-7.3291"
"*","STITCH","19.8041","-8.2432"
"*","STITCH","19.2174","-7.0314"
"*","STITCH","20.2059","-7.9455"
"*","STITCH","19.9827","-6.6439"
"*","STITCH","19.4977","-7.5846"
"*","STITCH","20.4987","-8.0795"
"*","STITCH","19.3308","-7.4096"
"*","STITCH","20.1737","-8.4595"
"*","STITCH","19.0058","-7.7896"
"*","STITCH","19.8487","-8.8394"
"*","STITCH","18.6808","-8.1695"
"*","STITCH","19.5742","-9.1879"
"*","STITCH","18.3539","-8.6191"
"*","STITCH","19.2824","-9.5940"
"*","STITCH","18.0622","-9.0251"
"*","STITCH","18.9907","-10.0001"
"*","STITCH","17.7704","-9.4312"
"*","STITCH","18.6989","-10.4061"
"*","STITCH","17.4787","-9.8372"
"*","STITCH","18.4072","-10.8122"
"*","STITCH","17.1869","-10.2433"
"*","STITCH","18.1154","-11.2182"
"*","STITCH","16.8952","-10.6494"
"*","STITCH","17.8606","-11.5734"
"*","STITCH","16.5920","-11.1228"
"*","STITCH","17.6087","-12.0053"
"*","STITCH","16.3400","-11.5547"
"*","STITCH","17.3568","-12.4372"
"*","STITCH","16.0881","-11.9866"
"*","STITCH","17.1049","-12.8691"
"*","STITCH","15.8362","-12.4185"
"*","STITCH","16.8529","-13.3010"
"*","STITCH","15.5843","-12.8504"
"*","STITCH","16.6010","-13.7329"
"*","STITCH","15.3323","-13.2823"
"*","STITCH","16.3491","-14.1648"
"*","STITCH","15.0804","-13.7142"
"*","STITCH","16.0972","-14.5967"
"*","STITCH","14.8285","-14.1461"
"*","STITCH","15.8452","-15.0286"
"*","STITCH","14.5766","-14.5780"
"*","STITCH","15.6304","-15.4143"
"*","STITCH","14.3271","-15.0769"
"*","STITCH","15.4174","-15.8667"
"*","STITCH","14.1141","-15.5292"
"*","STITCH","15.2044","-16.3190"
"*","STITCH","13.9010","-15.9816"
"*","STITCH","14.9914","-16.7714"
"*","STITCH","13.6880","-16.4339"
"*","STITCH","14.7784","-17.2237"
"*","STITCH","13.4750","-16.8863"
"*","STITCH","14.5922","-17.6351"
"*","STITCH","13.2678","-17.3935"
"*","STITCH","14.4127","-18.1018"
"*","STITCH","13.0883","-17.8602"
"*","STITCH","14.2332","-18.5685"
"*","STITCH","12.9087","-18.3268"
"*","STITCH","14.0537","-19.0351"
"*","STITCH","12.7292","-18.7935"
"*","STITCH","13.8742","-19.5018"
"*","STITCH","12.5497","-19.2602"
"*","STITCH","13.6947","-19.9685"
"*","STITCH","12.3700","-19.7864"
"*","STITCH","13.5712","-20.3943"
"*","STITCH","12.2310","-20.2667"
"*","STITCH","13.4323","-20.8746"
"*","STITCH","12.0920","-20.7470"
"*","STITCH","13.2933","-21.3549"
"*","STITCH","11.9530","-21.2273"
"*","STITCH","13.1543","-21.8352"
"*","STITCH","11.8140","-21.7076"
"*","STITCH","13.0153","-22.3155"
"*","STITCH","11.6750","-22.1879"
"*","STITCH","12.9130","-22.7362"
"*","STITCH","11.5667","-22.7436"
"*","STITCH","12.8229","-23.2280"
"*","STITCH","11.4766","-23.2354"
"*","STITCH","12.7328","-23.7198"
"*","STITCH","11.3865","-23.7273"
"*","STITCH","12.6426","-24.2116"
"*","STITCH","11.2963","-24.2191"
"*","STITCH","12.5525","-24.7035"
"*","STITCH","11.2062","-24.7109"
"*","STITCH","12.4624","-25.1953"
"*","STITCH","11.1236","-25.2816"
"*","STITCH","12.4278","-25.6159"
"*","STITCH","11.0916","-25.7806"
"*","STITCH","12.3958","-26.1149"
"*","STITCH","11.0595","-26.2796"
"*","STITCH","12.3637","-26.6139"
"*","STITCH","11.0275","-26.7785"
"*","STITCH","12.3316","-27.1128"
"*","STITCH","10.9954","-27.2775"
"*","STITCH","12.2996","-27.6118"
"*","STITCH","10.9634","-27.7765"
"*","STITCH","12.2688","-28.0219"
"*","STITCH","10.9667","-28.3642"
"*","STITCH","12.3039","-28.5207"
"*","STITCH","11.0018","-28.8629"
"*","STITCH","12.3390","-29.0195"
"*","STITCH","11.0369","-29.3617"
"*","STITCH","12.3741","-29.5182"
"*","STITCH","11.0720","-29.8605"
"*","STITCH","12.4092","-30.0170"
"*","STITCH","11.1071","-30.3592"
"*","STITCH","12.4443","-30.5158"
"*","STITCH","11.1422","-30.8580"
"*","STITCH","12.4732","-30.9152"
"*","STITCH","11.2369","-31.4483"
"*","STITCH","12.5824","-31.4032"
"*","STITCH","11.3461","-31.9362"
"*","STITCH","12.6917","-31.8911"
"*","STITCH","11.4554","-32.4241"
"*","STITCH","12.8009","-32.3790"
"*","STITCH","11.5646","-32.9120"
"*","STITCH","12.9102","-32.8669"
"*","STITCH","11.6739","-33.3999"
"*","STITCH","13.0194","-33.3548"
"*","STITCH","11.7831","-33.8879"
"*","STITCH","13.1287","-33.8428"
"*","STITCH","11.9615","-34.4656"
"*","STITCH","13.2825","-34.2056"
"*","STITCH","12.1475","-34.9298"
"*","STITCH","13.4685","-34.6697"
"*","STITCH","12.3335","-35.3939"
"*","STITCH","13.6545","-35.1338"
"*","STITCH","12.5195","-35.8580"
"*","STITCH","13.8405","-35.5979"
"*","STITCH","12.7055","-36.3221"
"*","STITCH","14.0265","-36.0620"
"*","STITCH","12.8915","-36.7862"
"*","STITCH","14.2125","-36.5261"
"*","STITCH","13.1296","-37.3456"
"*","STITCH","14.3903","-36.8730"
"*","STITCH","13.3890","-37.7731"
"*","STITCH","14.6497","-37.3005"
"*","STITCH","13.6484","-38.2005"
"*","STITCH","14.9091","-37.7280"
"*","STITCH","13.9078","-38.6280"
"*","STITCH","15.1685","-38.1554"
"*","STITCH","14.1672","-39.0554"
"*","STITCH","15.4278","-38.5829"
"*","STITCH","14.4266","-39.4829"
"*","STITCH","15.6872","-39.0103"
"*","STITCH","14.6859","-39.9103"
"*","STITCH","15.9466","-39.4378"
"*","STITCH","15.0148","-40.4173"
"*","STITCH","16.1847","-39.7510"
"*","STITCH","15.3386","-40.7983"
"*","STITCH","16.5085","-40.1320"
"*","STITCH","15.6624","-41.1792"
"*","STITCH","16.8323","-40.5130"
"*","STITCH","15.9862","-41.5602"
"*","STITCH","17.1561","-40.8940"
"*","STITCH","16.3100","-41.9412"
"*","STITCH","17.4799","-41.2750"
"*","STITCH","16.6338","-42.3222"
"*","STITCH","17.8037","-41.6560"
"*","STITCH","16.9576","-42.7032"
"*","STITCH","18.1275","-42.0369"
"*","STITCH","17.2814","-43.0842"
"*","STITCH","18.3640","-42.3305"
"*","STITCH","17.7274","-43.5168"
"*","STITCH","18.7530","-42.6446"
"*","STITCH","18.1164","-43.8310"
"*","STITCH","19.1420","-42.9588"
"*","STITCH","18.5054","-44.1451"
"*","STITCH","19.5310","-43.2729"
"*","STITCH","18.9583","-44.4983"
"*","STITCH","19.8791","-43.5160"
"*","STITCH","19.3803","-44.7665"
"*","STITCH","20.3010","-43.7843"
"*","STITCH","19.8022","-45.0348"
"*","STITCH","20.7229","-44.0525"
"*","STITCH","20.2242","-45.3031"
"*","STITCH","21.0691","-44.2748"
"*","STITCH","20.7418","-45.5808"
"*","STITCH","21.5231","-44.4843"
"*","STITCH","21.1958","-45.7903"
"*","STITCH","21.9771","-44.6938"
"*","STITCH","21.6498","-45.9997"
"*","STITCH","22.4311","-44.9033"
"*","STITCH","22.1038","-46.2092"
"*","STITCH","22.8851","-45.1128"
"*","STITCH","22.6894","-46.4252"
"*","STITCH","23.2479","-45.2002"
"*","STITCH","23.1750","-46.5446"
"*","STITCH","23.7335","-45.3195"
"*","STITCH","23.6605","-46.6639"
"*","STITCH","24.2190","-45.4388"
"*","STITCH","24.1461","-46.7832"
"*","STITCH","24.7046","-45.5582"
"*","STITCH","24.6316","-46.9025"
"*","STITCH","25.0714","-45.6216"
"*","STITCH","25.2538","-46.9555"
"*","STITCH","25.5708","-45.6470"
"*","STITCH","25.7532","-46.9809"
"*","STITCH","25.9681","-45.6695"
"*","STITCH","26.3533","-46.9595"
"*","STITCH","26.4654","-45.6179"
"*","STITCH","26.8506","-46.9079"
"*","STITCH","26.9627","-45.5663"
"*","STITCH","27.4559","-46.8203"
"*","STITCH","27.3385","-45.4791"
"*","STITCH","27.9372","-46.6850"
"*","STITCH","27.8198","-45.3438"
"*","STITCH","28.4186","-46.5496"
"*","STITCH","28.1853","-45.2363"
"*","STITCH","28.9890","-46.3164"
"*","STITCH","28.6349","-45.0174"
"*","STITCH","29.4386","-46.0975"
"*","STITCH","29.0844","-44.7986"
"*","STITCH","29.8882","-45.8787"
"*","STITCH","29.4124","-44.6032"
"*","STITCH","30.3929","-45.5259"
"*","STITCH","29.8167","-44.3091"
"*","STITCH","30.7972","-45.2317"
"*","STITCH","30.2210","-44.0149"
"*","STITCH","31.2817","-44.8653"
"*","STITCH","30.5154","-43.7584"
"*","STITCH","31.6328","-44.5094"
"*","STITCH","30.8666","-43.4024"
"*","STITCH","31.9840","-44.1534"
"*","STITCH","31.2177","-43.0464"
"*","STITCH","32.3351","-43.7974"
"*","STITCH","31.4541","-42.7986"
"*","STITCH","32.7162","-43.2675"
"*","STITCH","31.7123","-42.3704"
"*","STITCH","32.9743","-42.8393"
"*","STITCH","31.9704","-41.9422"
"*","STITCH","33.2324","-42.4111"
"*","STITCH","32.2285","-41.5140"
"*","STITCH","33.5060","-41.8940"
"*","STITCH","32.3942","-41.1347"
"*","STITCH","33.7064","-41.4360"
"*","STITCH","32.5947","-40.6767"
"*","STITCH","33.9069","-40.9779"
"*","STITCH","32.7951","-40.2186"
"*","STITCH","34.1073","-40.5198"
"*","STITCH","32.9530","-39.8360"
"*","STITCH","34.2931","-39.9655"
"*","STITCH","33.0927","-39.3559"
"*","STITCH","34.4328","-39.4855"
"*","STITCH","33.2324","-38.8758"
"*","STITCH","34.5725","-39.0054"
"*","STITCH","33.3721","-38.3957"
"*","STITCH","34.7121","-38.5253"
"*","STITCH","33.5117","-37.9156"
"*","STITCH","34.8518","-38.0452"
"*","STITCH","33.5984","-37.5260"
"*","STITCH","34.9428","-37.4532"
"*","STITCH","33.6646","-37.0304"
"*","STITCH","35.0089","-36.9576"
"*","STITCH","33.7307","-36.5348"
"*","STITCH","35.0751","-36.4620"
"*","STITCH","33.7969","-36.0392"
"*","STITCH","35.1413","-35.9664"
"*","STITCH","33.8631","-35.5435"
"*","STITCH","35.2074","-35.4708"
"*","STITCH","33.9292","-35.0479"
"*","STITCH","35.2677","-34.8934"
"*","STITCH","33.9473","-34.6303"
"*","STITCH","35.2726","-34.3934"
"*","STITCH","33.9522","-34.1304"
"*","STITCH","35.2775","-33.8934"
"*","STITCH","33.9572","-33.6304"
"*","STITCH","35.2825","-33.3934"
"*","STITCH","33.9443","-33.1890"
"*","STITCH","35.2438","-32.8369"
"*","STITCH","33.9054","-32.6905"
"*","STITCH","35.2049","-32.3385"
"*","STITCH","33.8666","-32.1920"
"*","STITCH","35.1660","-31.8400"
"*","STITCH","33.8277","-31.6935"
"*","STITCH","35.0996","-31.2851"
"*","STITCH","33.7535","-31.2592"
"*","STITCH","35.0163","-30.7921"
"*","STITCH","33.6702","-30.7661"
"*","STITCH","34.9329","-30.2991"
"*","STITCH","33.5868","-30.2731"
"*","STITCH","34.8496","-29.8061"
"*","STITCH","33.5079","-29.8403"
"*","STITCH","34.7233","-29.2613"
"*","STITCH","33.3804","-29.3568"
"*","STITCH","34.5959","-28.7778"
"*","STITCH","33.2529","-28.8733"
"*","STITCH","34.4684","-28.2943"
"*","STITCH","33.1255","-28.3898"
"*","STITCH","34.3410","-27.8109"
"*","STITCH","33.0109","-27.9643"
"*","STITCH","34.1698","-27.2791"
"*","STITCH","32.8408","-27.4941"
"*","STITCH","33.9997","-26.8089"
"*","STITCH","32.6706","-27.0239"
"*","STITCH","33.8295","-26.3387"
"*","STITCH","32.5005","-26.5538"
"*","STITCH","33.6594","-25.8686"
"*","STITCH","32.3304","-26.0836"
"*","STITCH","33.4594","-25.3483"
"*","STITCH","32.1541","-25.6783"
"*","STITCH","33.2490","-24.8948"
"*","STITCH","31.9437","-25.2248"
"*","STITCH","33.0385","-24.4412"
"*","STITCH","31.7333","-24.7712"
"*","STITCH","32.8281","-23.9877"
"*","STITCH","31.5228","-24.3177"
"*","STITCH","32.6176","-23.5341"
"*","STITCH","31.3124","-23.8641"
"*","STITCH","32.3889","-23.0607"
"*","STITCH","31.0975","-23.4415"
"*","STITCH","32.1609","-22.6157"
"*","STITCH","30.8919","-23.0979"
"*","STITCH","31.8213","-22.1238"
"*","STITCH","30.6005","-22.6915"
"*","STITCH","31.5299","-21.7175"
"*","STITCH","30.3092","-22.2852"
"*","STITCH","31.2386","-21.3111"
"*","STITCH","30.0178","-21.8788"
"*","STITCH","30.8871","-20.8355"
"*","STITCH","29.7566","-21.5666"
"*","STITCH","30.5424","-20.4734"
"*","STITCH","29.4118","-21.2045"
"*","STITCH","30.1976","-20.1112"
"*","STITCH","29.0671","-20.8423"
"*","STITCH","29.7902","-19.7107"
"*","STITCH","28.7457","-20.5602"
"*","STITCH","29.4082","-19.3881"
"*","STITCH","28.3637","-20.2376"
"*","STITCH","29.0262","-19.0655"
"*","STITCH","27.9817","-19.9150"
"*","STITCH","28.5820","-18.6984"
"*","STITCH","27.6425","-19.6627"
"*","STITCH","28.1653","-18.4221"
"*","STITCH","27.2258","-19.3864"
"*","STITCH","27.7486","-18.1457"
"*","STITCH","26.8091","-19.1100"
"*","STITCH","27.3320","-17.8694"
"*","STITCH","26.3924","-18.8337"
"*","STITCH","26.8381","-17.5680"
"*","STITCH","26.0207","-18.6378"
"*","STITCH","26.3914","-17.3435"
"*","STITCH","25.5740","-18.4133"
"*","STITCH","25.9446","-17.1190"
"*","STITCH","25.1272","-18.1887"
"*","STITCH","25.4979","-16.8944"
"*","STITCH","24.6804","-17.9642"
"*","STITCH","25.2531","-17.7035"
"*","STITCH","24.4408","-16.6298"
"*","STITCH","25.5889","-17.3330"
"*","STITCH","24.7766","-16.2593"
"*","STITCH","25.9247","-16.9625"
"*","STITCH","25.1124","-15.8889"
"*","STITCH","26.2605","-16.5920"
"*","STITCH","25.4481","-15.5184"
"*","STITCH","26.5962","-16.2216"
"*","STITCH","25.7839","-15.1479"
"*","STITCH","26.9320","-15.8511"
"*","STITCH","26.1197","-14.7774"
"*","STITCH","27.2678","-15.4806"
"*","STITCH","26.4555","-14.4070"
"*","STITCH","27.6036","-15.1101"
"*","STITCH","26.7912","-14.0365"
"*","STITCH","27.9394","-14.7397"
"*","STITCH","27.1270","-13.6660"
"*","STITCH","28.2751","-14.3692"
"*","STITCH","27.4628","-13.2955"
"*","STITCH","28.6109","-13.9987"
"*","STITCH","27.7986","-12.9250"
"*","STITCH","28.9467","-13.6282"
"*","STITCH","28.1344","-12.5546"
"*","STITCH","29.2825","-13.2577"
"*","STITCH","28.4701","-12.1841"
"*","STITCH","29.6182","-12.8873"
"*","STITCH","29.6083","-11.7405"
"*","STITCH","29.2338","-13.0337"
"*","STITCH","30.0543","-11.9664"
"*","STITCH","29.6168","-13.2345"
"*","STITCH","30.5414","-12.2559"
"*","STITCH","30.0377","-13.5044"
"*","STITCH","30.9623","-12.5258"
"*","STITCH","30.4586","-13.7744"
"*","STITCH","31.3832","-12.7957"
"*","STITCH","30.8794","-14.0443"
"*","STITCH","31.8041","-13.0657"
"*","STITCH","31.2129","-14.2770"
"*","STITCH","32.2648","-13.4367"
"*","STITCH","31.5921","-14.6029"
"*","STITCH","32.6440","-13.7626"
"*","STITCH","31.9713","-14.9288"
"*","STITCH","33.0232","-14.0884"
"*","STITCH","32.3505","-15.2547"
"*","STITCH","33.4024","-14.4143"
"*","STITCH","32.7297","-15.5806"
"*","STITCH","33.7816","-14.7402"
"*","STITCH","33.1090","-15.9065"
"*","STITCH","34.2168","-15.1271"
"*","STITCH","33.4039","-16.2003"
"*","STITCH","34.5524","-15.4978"
"*","STITCH","33.7395","-16.5710"
"*","STITCH","34.8880","-15.8684"
"*","STITCH","34.0751","-16.9416"
"*","STITCH","35.2236","-16.2391"
"*","STITCH","34.3653","-17.2660"
"*","STITCH","35.5768","-16.6787"
"*","STITCH","34.6632","-17.6676"
"*","STITCH","35.8747","-17.0803"
"*","STITCH","34.9610","-18.0692"
"*","STITCH","36.1725","-17.4819"
"*","STITCH","35.2589","-18.4708"
"*","STITCH","36.4704","-17.8835"
"*","STITCH","36.6510","-18.1745"
"*","STITCH","35.3194","-17.9759"
"*","STITCH","36.6317","-17.6748"
"*","STITCH","35.2960","-17.5543"
"*","STITCH","36.5642","-17.1023"
"*","STITCH","35.2186","-17.0603"
"*","STITCH","36.4868","-16.6083"
"*","STITCH","35.1411","-16.5664"
"*","STITCH","36.4093","-16.1144"
"*","STITCH","35.0636","-16.0724"
"*","STITCH","36.3318","-15.6204"
"*","STITCH","34.9861","-15.5784"
"*","STITCH","36.2191","-15.0584"
"*","STITCH","34.8772","-15.1668"
"*","STITCH","36.0870","-14.5762"
"*","STITCH","34.7451","-14.6846"
"*","STITCH","35.9549","-14.0939"
"*","STITCH","34.6129","-14.2024"
"*","STITCH","35.7888","-13.5598"
"*","STITCH","34.4621","-13.7891"
"*","STITCH","35.6136","-13.0915"
"*","STITCH","34.2869","-13.3208"
"*","STITCH","35.4384","-12.6232"
"*","STITCH","34.1117","-12.8525"
"*","STITCH","35.2632","-12.1549"
"*","STITCH","33.9450","-12.4527"
"*","STITCH","35.0209","-11.6434"
"*","STITCH","33.7239","-12.0043"
"*","STITCH","34.7998","-11.1950"
"*","STITCH","33.5027","-11.5558"
"*","STITCH","34.5787","-10.7465"
"*","STITCH","33.2816","-11.1074"
"*","STITCH","34.3576","-10.2981"
"*","STITCH","33.0736","-10.7343"
"*","STITCH","34.0551","-9.8127"
"*","STITCH","32.8050","-10.3126"
"*","STITCH","33.7864","-9.3910"
"*","STITCH","32.5363","-9.8909"
"*","STITCH","33.5178","-8.9693"
"*","STITCH","32.2677","-9.4691"
"*","STITCH","33.2492","-8.5476"
"*","STITCH","32.1280","-8.2599"
"*","STITCH","33.2858","-8.9471"
"*","STITCH","32.4587","-7.8848"
"*","STITCH","33.6164","-8.5720"
"*","STITCH","32.7893","-7.5097"
"*","STITCH","33.9470","-8.1969"
"*","STITCH","33.1199","-7.1346"
"*","STITCH","34.2776","-7.8218"
"*","STITCH","33.4505","-6.7595"
"*","STITCH","34.6082","-7.4467"
"*","STITCH","33.7811","-6.3844"
"*","STITCH","34.9388","-7.0716"
"*","STITCH","34.1117","-6.0093"
"*","STITCH","35.2695","-6.6965"
"*","STITCH","34.4423","-5.6343"
"*","STITCH","35.6001","-6.3214"
"*","STITCH","34.7729","-5.2592"
"*","STITCH","35.9307","-5.9463"
"*","STITCH","35.1035","-4.8841"
"*","STITCH","36.2613","-5.5712"
"*","STITCH","35.4341","-4.5090"
"*","STITCH","36.5919","-5.1962"
"*","STITCH","35.7648","-4.1339"
"*","STITCH","36.9225","-4.8211"
"*","STITCH","36.0954","-3.7588"
"*","STITCH","37.2531","-4.4460"
"*","STITCH","36.4260","-3.3837"
"*","STITCH","37.5837","-4.0709"
"*","STITCH","36.7566","-3.0086"
"*","STITCH","37.9143","-3.6958"
"*","STITCH","37.0872","-2.6335"
"*","STITCH","38.2449","-3.3207"
"*","STITCH","37.4178","-2.2584"
"*","STITCH","38.5756","-2.9456"
"*","STITCH","37.7484","-1.8833"
"*","STITCH","38.9062","-2.5705"
"*","STITCH","38.0790","-1.5082"
"*","STITCH","39.2368","-2.1954"
"*","STITCH","38.4096","-1.1331"
"*","STITCH","39.5674","-1.8203"
"*","STITCH","38.7402","-0.7580"
"*","STITCH","39.8980","-1.4452"
"*","STITCH","40.0634","-0.4045"
"*","STITCH","39.2359","-1.4666"
"*","STITCH","40.3939","-0.7798"
"*","STITCH","39.5664","-1.8418"
"*","STITCH","40.7244","-1.1550"
"*","STITCH","39.8969","-2.2170"
"*","STITCH","41.0549","-1.5302"
"*","STITCH","40.2274","-2.5922"
"*","STITCH","41.3854","-1.9054"
"*","STITCH","40.5579","-2.9674"
"*","STITCH","41.7159","-2.2806"
"*","STITCH","40.8884","-3.3426"
"*","STITCH","42.0463","-2.6558"
"*","STITCH","41.2189","-3.7178"
"*","STITCH","42.3768","-3.0310"
"*","STITCH","41.5493","-4.0930"
