"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2557"
">","THREAD_COUNT:","2"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-62.299999"
">","EXTENTS_RIGHT:","59.099999"
">","EXTENTS_BOTTOM:","44.899999"
">","EXTENTS_WIDTH:","59.099999"
">","EXTENTS_HEIGHT:","107.199998"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","255","0","0","TODO:DESCRIPTION","TODO:CATALOG_NUMBER"
"$","2","255","255","255","TODO:DESCRIPTION","TODO:CATALOG_NUMBER"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","0.9000","-24.2000"
"*","STITCH","1.1000","-23.9000"
"*","STITCH","1.3000","-24.4000"
"*","STITCH","1.6000","-23.9000"
"*","STITCH","1.8000","-24.6000"
"*","STITCH","2.0000","-23.9000"
"*","STITCH","2.2000","-24.7000"
"*","STITCH","2.5000","-23.9000"
"*","STITCH","2.7000","-24.9000"
"*","STITCH","2.9000","-23.9000"
"*","STITCH","3.1000","-25.1000"
"*","STITCH","3.3000","-23.9000"
"*","STITCH","3.6000","-25.3000"
"*","STITCH","3.8000","-23.9000"
"*","STITCH","4.0000","-25.4000"
"*","STITCH","4.2000","-23.9000"
"*","STITCH","4.5000","-25.6000"
"*","STITCH","4.7000","-23.9000"
"*","STITCH","4.9000","-25.8000"
"*","STITCH","5.1000","-23.9000"
"*","STITCH","5.3000","-25.9000"
"*","STITCH","5.6000","-23.9000"
"*","STITCH","5.8000","-26.1000"
"*","STITCH","6.0000","-23.9000"
"*","STITCH","6.2000","-25.9000"
"*","STITCH","6.4000","-23.9000"
"*","STITCH","6.7000","-25.9000"
"*","STITCH","6.8000","-23.9000"
"*","STITCH","7.1000","-25.9000"
"*","STITCH","7.2000","-23.9000"
"*","STITCH","7.6000","-25.9000"
"*","STITCH","7.6000","-23.9000"
"*","STITCH","8.0000","-25.9000"
"*","STITCH","8.1000","-23.9000"
"*","STITCH","8.5000","-25.9000"
"*","STITCH","8.5000","-23.9000"
"*","STITCH","8.9000","-25.9000"
"*","STITCH","8.9000","-23.9000"
"*","STITCH","9.4000","-25.9000"
"*","STITCH","9.3000","-23.9000"
"*","STITCH","9.8000","-25.9000"
"*","STITCH","9.7000","-23.9000"
"*","STITCH","10.3000","-25.9000"
"*","STITCH","10.1000","-23.9000"
"*","STITCH","10.7000","-25.9000"
"*","STITCH","10.5000","-23.9000"
"*","STITCH","11.2000","-25.9000"
"*","STITCH","11.0000","-23.9000"
"*","STITCH","11.6000","-25.9000"
"*","STITCH","11.4000","-23.9000"
"*","STITCH","12.1000","-25.9000"
"*","STITCH","11.8000","-23.9000"
"*","STITCH","12.5000","-25.9000"
"*","STITCH","12.2000","-23.9000"
"*","STITCH","13.0000","-25.9000"
"*","STITCH","12.7000","-23.9000"
"*","STITCH","13.5000","-25.9000"
"*","STITCH","13.1000","-23.9000"
"*","STITCH","13.9000","-25.9000"
"*","STITCH","13.5000","-23.9000"
"*","STITCH","14.4000","-25.9000"
"*","STITCH","14.0000","-23.9000"
"*","STITCH","14.9000","-25.9000"
"*","STITCH","14.4000","-23.9000"
"*","STITCH","15.3000","-25.9000"
"*","STITCH","14.8000","-23.9000"
"*","STITCH","15.8000","-25.9000"
"*","STITCH","15.3000","-23.9000"
"*","STITCH","16.3000","-25.9000"
"*","STITCH","15.7000","-23.9000"
"*","STITCH","16.8000","-25.9000"
"*","STITCH","16.2000","-23.9000"
"*","STITCH","17.3000","-25.9000"
"*","STITCH","16.6000","-23.9000"
"*","STITCH","17.8000","-25.9000"
"*","STITCH","17.1000","-23.9000"
"*","STITCH","18.2000","-25.9000"
"*","STITCH","17.5000","-23.9000"
"*","STITCH","18.7000","-25.9000"
"*","STITCH","18.0000","-23.9000"
"*","STITCH","19.2000","-25.9000"
"*","STITCH","18.4000","-23.9000"
"*","STITCH","19.8000","-25.9000"
"*","STITCH","18.9000","-23.9000"
"*","STITCH","20.3000","-25.9000"
"*","STITCH","19.4000","-23.9000"
"*","STITCH","20.8000","-25.9000"
"*","STITCH","19.9000","-23.9000"
"*","STITCH","21.3000","-25.9000"
"*","STITCH","20.3000","-23.9000"
"*","STITCH","21.8000","-25.9000"
"*","STITCH","20.8000","-23.9000"
"*","STITCH","22.3000","-25.9000"
"*","STITCH","21.3000","-23.9000"
"*","STITCH","22.9000","-25.9000"
"*","STITCH","21.8000","-23.9000"
"*","STITCH","23.4000","-25.9000"
"*","STITCH","22.3000","-23.9000"
"*","STITCH","23.9000","-25.9000"
"*","STITCH","22.6000","-23.6000"
"*","STITCH","24.1000","-25.3000"
"*","STITCH","22.7000","-23.1000"
"*","STITCH","24.2000","-24.8000"
"*","STITCH","22.9000","-22.6000"
"*","STITCH","24.4000","-24.3000"
"*","STITCH","23.0000","-22.1000"
"*","STITCH","24.6000","-23.7000"
"*","STITCH","23.2000","-21.7000"
"*","STITCH","24.7000","-23.2000"
"*","STITCH","23.3000","-21.2000"
"*","STITCH","24.9000","-22.7000"
"*","STITCH","23.4000","-20.7000"
"*","STITCH","25.0000","-22.2000"
"*","STITCH","23.6000","-20.2000"
"*","STITCH","25.2000","-21.7000"
"*","STITCH","23.7000","-19.8000"
"*","STITCH","25.3000","-21.2000"
"*","STITCH","23.9000","-19.3000"
"*","STITCH","25.5000","-20.7000"
"*","STITCH","24.0000","-18.9000"
"*","STITCH","25.6000","-20.2000"
"*","STITCH","24.1000","-18.4000"
"*","STITCH","25.8000","-19.7000"
"*","STITCH","24.3000","-18.0000"
"*","STITCH","25.9000","-19.3000"
"*","STITCH","24.4000","-17.5000"
"*","STITCH","26.0000","-18.8000"
"*","STITCH","24.5000","-17.1000"
"*","STITCH","26.2000","-18.3000"
"*","STITCH","24.7000","-16.6000"
"*","STITCH","26.3000","-17.8000"
"*","STITCH","24.8000","-16.2000"
"*","STITCH","26.5000","-17.4000"
"*","STITCH","24.9000","-15.8000"
"*","STITCH","26.6000","-16.9000"
"*","STITCH","25.0000","-15.4000"
"*","STITCH","26.7000","-16.5000"
"*","STITCH","25.2000","-14.9000"
"*","STITCH","26.9000","-16.0000"
"*","STITCH","25.3000","-14.5000"
"*","STITCH","27.0000","-15.5000"
"*","STITCH","25.4000","-14.1000"
"*","STITCH","27.2000","-15.1000"
"*","STITCH","25.5000","-13.7000"
"*","STITCH","27.3000","-14.6000"
"*","STITCH","25.7000","-13.3000"
"*","STITCH","27.4000","-14.2000"
"*","STITCH","25.8000","-12.8000"
"*","STITCH","27.6000","-13.8000"
"*","STITCH","25.9000","-12.4000"
"*","STITCH","27.7000","-13.3000"
"*","STITCH","26.0000","-12.0000"
"*","STITCH","27.8000","-12.9000"
"*","STITCH","26.1000","-11.6000"
"*","STITCH","28.0000","-12.4000"
"*","STITCH","26.3000","-11.2000"
"*","STITCH","28.1000","-12.0000"
"*","STITCH","26.4000","-10.8000"
"*","STITCH","28.2000","-11.6000"
"*","STITCH","26.5000","-10.4000"
"*","STITCH","28.4000","-11.1000"
"*","STITCH","26.6000","-10.0000"
"*","STITCH","28.5000","-10.7000"
"*","STITCH","26.7000","-9.6000"
"*","STITCH","28.6000","-10.3000"
"*","STITCH","26.9000","-9.2000"
"*","STITCH","28.7000","-9.8000"
"*","STITCH","27.0000","-8.8000"
"*","STITCH","28.9000","-9.4000"
"*","STITCH","27.1000","-8.4000"
"*","STITCH","29.0000","-9.0000"
"*","STITCH","27.2000","-8.0000"
"*","STITCH","29.1000","-8.6000"
"*","STITCH","27.3000","-7.6000"
"*","STITCH","29.3000","-8.1000"
"*","STITCH","27.4000","-7.2000"
"*","STITCH","29.4000","-7.7000"
"*","STITCH","27.6000","-6.9000"
"*","STITCH","29.5000","-7.3000"
"*","STITCH","27.7000","-6.5000"
"*","STITCH","30.3000","-7.1000"
"*","STITCH","27.8000","-6.1000"
"*","STITCH","30.2000","-6.6000"
"*","STITCH","27.9000","-5.7000"
"*","STITCH","30.2000","-6.1000"
"*","STITCH","28.0000","-5.3000"
"*","STITCH","30.2000","-5.6000"
"*","STITCH","28.1000","-4.9000"
"*","STITCH","30.1000","-5.2000"
"*","STITCH","28.2000","-4.5000"
"*","STITCH","30.1000","-4.7000"
"*","STITCH","28.4000","-4.2000"
"*","STITCH","30.0000","-4.3000"
"*","STITCH","28.5000","-3.8000"
"*","STITCH","30.0000","-3.8000"
"*","STITCH","28.6000","-3.4000"
"*","STITCH","30.0000","-3.3000"
"*","STITCH","28.7000","-3.0000"
"*","STITCH","29.9000","-2.9000"
"*","STITCH","28.8000","-2.5000"
"*","STITCH","29.9000","-2.4000"
"*","STITCH","28.9000","-2.1000"
"*","STITCH","29.9000","-2.0000"
"*","STITCH","29.1000","-1.7000"
"*","STITCH","29.8000","-1.5000"
"*","STITCH","29.2000","-1.3000"
"*","STITCH","29.8000","-1.1000"
"*","STITCH","29.3000","-0.9000"
"*","STITCH","29.7000","-0.6000"
"*","STITCH","29.4000","-0.4000"
"*","STITCH","29.7000","-0.2000"
"*","STITCH","29.6000","-0.0000"
"*","STITCH","29.6000","-0.0000"
"*","STITCH","29.6000","-0.0000"
"*","STITCH","29.6000","-0.3000"
"*","STITCH","29.7000","-0.4000"
"*","STITCH","29.6000","-0.7000"
"*","STITCH","29.9000","-0.9000"
"*","STITCH","29.6000","-1.2000"
"*","STITCH","30.0000","-1.3000"
"*","STITCH","29.6000","-1.7000"
"*","STITCH","30.1000","-1.7000"
"*","STITCH","29.5000","-2.2000"
"*","STITCH","30.2000","-2.2000"
"*","STITCH","29.5000","-2.6000"
"*","STITCH","30.4000","-2.6000"
"*","STITCH","29.5000","-3.1000"
"*","STITCH","30.5000","-3.0000"
"*","STITCH","29.5000","-3.6000"
"*","STITCH","30.6000","-3.4000"
"*","STITCH","29.5000","-4.0000"
"*","STITCH","30.7000","-3.9000"
"*","STITCH","29.5000","-4.5000"
"*","STITCH","30.9000","-4.3000"
"*","STITCH","29.5000","-5.0000"
"*","STITCH","31.0000","-4.7000"
"*","STITCH","29.4000","-5.5000"
"*","STITCH","31.1000","-5.1000"
"*","STITCH","29.4000","-5.9000"
"*","STITCH","31.3000","-5.6000"
"*","STITCH","29.4000","-6.4000"
"*","STITCH","31.4000","-6.0000"
"*","STITCH","29.4000","-6.9000"
"*","STITCH","31.5000","-6.4000"
"*","STITCH","29.7000","-7.2000"
"*","STITCH","31.6000","-6.8000"
"*","STITCH","29.8000","-7.6000"
"*","STITCH","31.7000","-7.2000"
"*","STITCH","29.9000","-8.1000"
"*","STITCH","31.8000","-7.6000"
"*","STITCH","30.0000","-8.5000"
"*","STITCH","32.0000","-8.0000"
"*","STITCH","30.2000","-8.9000"
"*","STITCH","32.1000","-8.4000"
"*","STITCH","30.3000","-9.3000"
"*","STITCH","32.2000","-8.8000"
"*","STITCH","30.4000","-9.8000"
"*","STITCH","32.3000","-9.2000"
"*","STITCH","30.5000","-10.2000"
"*","STITCH","32.4000","-9.6000"
"*","STITCH","30.7000","-10.6000"
"*","STITCH","32.5000","-10.0000"
"*","STITCH","30.8000","-11.1000"
"*","STITCH","32.7000","-10.4000"
"*","STITCH","30.9000","-11.5000"
"*","STITCH","32.8000","-10.8000"
"*","STITCH","31.1000","-11.9000"
"*","STITCH","32.9000","-11.2000"
"*","STITCH","31.2000","-12.4000"
"*","STITCH","33.0000","-11.6000"
"*","STITCH","31.3000","-12.8000"
"*","STITCH","33.1000","-12.0000"
"*","STITCH","31.5000","-13.3000"
"*","STITCH","33.2000","-12.4000"
"*","STITCH","31.6000","-13.7000"
"*","STITCH","33.4000","-12.8000"
"*","STITCH","31.7000","-14.1000"
"*","STITCH","33.5000","-13.2000"
"*","STITCH","31.8000","-14.6000"
"*","STITCH","33.6000","-13.6000"
"*","STITCH","32.0000","-15.0000"
"*","STITCH","33.7000","-14.0000"
"*","STITCH","32.1000","-15.5000"
"*","STITCH","33.9000","-14.5000"
"*","STITCH","32.3000","-16.0000"
"*","STITCH","34.0000","-14.9000"
"*","STITCH","32.4000","-16.4000"
"*","STITCH","34.1000","-15.3000"
"*","STITCH","32.5000","-16.9000"
"*","STITCH","34.2000","-15.7000"
"*","STITCH","32.7000","-17.3000"
"*","STITCH","34.3000","-16.2000"
"*","STITCH","32.8000","-17.8000"
"*","STITCH","34.5000","-16.6000"
"*","STITCH","32.9000","-18.3000"
"*","STITCH","34.6000","-17.1000"
"*","STITCH","33.1000","-18.8000"
"*","STITCH","34.7000","-17.5000"
"*","STITCH","33.2000","-19.2000"
"*","STITCH","34.9000","-17.9000"
"*","STITCH","33.4000","-19.7000"
"*","STITCH","35.0000","-18.4000"
"*","STITCH","33.5000","-20.2000"
"*","STITCH","35.1000","-18.8000"
"*","STITCH","33.7000","-20.7000"
"*","STITCH","35.3000","-19.3000"
"*","STITCH","33.8000","-21.2000"
"*","STITCH","35.4000","-19.8000"
"*","STITCH","34.0000","-21.7000"
"*","STITCH","35.5000","-20.2000"
"*","STITCH","34.1000","-22.2000"
"*","STITCH","35.7000","-20.7000"
"*","STITCH","34.3000","-22.7000"
"*","STITCH","35.8000","-21.2000"
"*","STITCH","34.4000","-23.2000"
"*","STITCH","35.9000","-21.7000"
"*","STITCH","34.6000","-23.8000"
"*","STITCH","36.1000","-22.2000"
"*","STITCH","34.7000","-24.3000"
"*","STITCH","36.2000","-22.6000"
"*","STITCH","34.9000","-24.8000"
"*","STITCH","36.4000","-23.1000"
"*","STITCH","35.0000","-25.3000"
"*","STITCH","36.5000","-23.6000"
"*","STITCH","35.2000","-25.9000"
"*","STITCH","36.8000","-23.9000"
"*","STITCH","35.7000","-25.9000"
"*","STITCH","37.3000","-23.9000"
"*","STITCH","36.3000","-25.9000"
"*","STITCH","37.8000","-23.9000"
"*","STITCH","36.8000","-25.9000"
"*","STITCH","38.3000","-23.9000"
"*","STITCH","37.3000","-25.9000"
"*","STITCH","38.8000","-23.9000"
"*","STITCH","37.8000","-25.9000"
"*","STITCH","39.3000","-23.9000"
"*","STITCH","38.4000","-25.9000"
"*","STITCH","39.7000","-23.9000"
"*","STITCH","38.9000","-25.9000"
"*","STITCH","40.2000","-23.9000"
"*","STITCH","39.4000","-25.9000"
"*","STITCH","40.7000","-23.9000"
"*","STITCH","39.9000","-25.9000"
"*","STITCH","41.1000","-23.9000"
"*","STITCH","40.4000","-25.9000"
"*","STITCH","41.6000","-23.9000"
"*","STITCH","40.9000","-25.9000"
"*","STITCH","42.1000","-23.9000"
"*","STITCH","41.4000","-25.9000"
"*","STITCH","42.5000","-23.9000"
"*","STITCH","41.8000","-25.9000"
"*","STITCH","43.0000","-23.9000"
"*","STITCH","42.3000","-25.9000"
"*","STITCH","43.4000","-23.9000"
"*","STITCH","42.8000","-25.9000"
"*","STITCH","43.8000","-23.9000"
"*","STITCH","43.3000","-25.9000"
"*","STITCH","44.3000","-23.9000"
"*","STITCH","43.8000","-25.9000"
"*","STITCH","44.7000","-23.9000"
"*","STITCH","44.2000","-25.9000"
"*","STITCH","45.1000","-23.9000"
"*","STITCH","44.7000","-25.9000"
"*","STITCH","45.6000","-23.9000"
"*","STITCH","45.2000","-25.9000"
"*","STITCH","46.0000","-23.9000"
"*","STITCH","45.6000","-25.9000"
"*","STITCH","46.4000","-23.9000"
"*","STITCH","46.1000","-25.9000"
"*","STITCH","46.9000","-23.9000"
"*","STITCH","46.6000","-25.9000"
"*","STITCH","47.3000","-23.9000"
"*","STITCH","47.0000","-25.9000"
"*","STITCH","47.7000","-23.9000"
"*","STITCH","47.5000","-25.9000"
"*","STITCH","48.1000","-23.9000"
"*","STITCH","47.9000","-25.9000"
"*","STITCH","48.5000","-23.9000"
"*","STITCH","48.4000","-25.9000"
"*","STITCH","49.0000","-23.9000"
"*","STITCH","48.8000","-25.9000"
"*","STITCH","49.4000","-23.9000"
"*","STITCH","49.3000","-25.9000"
"*","STITCH","49.8000","-23.9000"
"*","STITCH","49.7000","-25.9000"
"*","STITCH","50.2000","-23.9000"
"*","STITCH","50.2000","-25.9000"
"*","STITCH","50.6000","-23.9000"
"*","STITCH","50.6000","-25.9000"
"*","STITCH","51.0000","-23.9000"
"*","STITCH","51.1000","-25.9000"
"*","STITCH","51.4000","-23.9000"
"*","STITCH","51.5000","-25.9000"
"*","STITCH","51.9000","-23.9000"
"*","STITCH","52.0000","-25.9000"
"*","STITCH","52.3000","-23.9000"
"*","STITCH","52.4000","-25.9000"
"*","STITCH","52.7000","-23.9000"
"*","STITCH","52.9000","-25.9000"
"*","STITCH","53.1000","-23.9000"
"*","STITCH","53.3000","-25.9000"
"*","STITCH","53.5000","-23.9000"
"*","STITCH","53.7000","-26.4000"
"*","STITCH","54.0000","-23.9000"
"*","STITCH","54.2000","-26.2000"
"*","STITCH","54.4000","-23.9000"
"*","STITCH","54.6000","-26.0000"
"*","STITCH","54.9000","-23.9000"
"*","STITCH","55.1000","-25.8000"
"*","STITCH","55.3000","-23.9000"
"*","STITCH","55.5000","-25.6000"
"*","STITCH","55.7000","-23.9000"
"*","STITCH","56.0000","-25.4000"
"*","STITCH","56.2000","-23.9000"
"*","STITCH","56.4000","-25.2000"
"*","STITCH","56.6000","-23.9000"
"*","STITCH","56.9000","-24.9000"
"*","STITCH","57.1000","-23.9000"
"*","STITCH","57.3000","-24.7000"
"*","STITCH","57.5000","-23.9000"
"*","STITCH","57.7000","-24.5000"
"*","STITCH","58.0000","-23.9000"
"*","STITCH","58.2000","-24.3000"
"*","STITCH","58.4000","-23.9000"
"*","STITCH","58.6000","-24.1000"
"*","STITCH","58.9000","-23.9000"
"*","STITCH","59.1000","-23.9000"
"*","STITCH","59.1000","-23.9000"
"*","STITCH","59.1000","-23.9000"
"*","STITCH","58.9000","-24.0000"
"*","STITCH","58.7000","-24.0000"
"*","STITCH","58.6000","-24.3000"
"*","STITCH","58.2000","-24.2000"
"*","STITCH","58.2000","-24.6000"
"*","STITCH","57.8000","-24.3000"
"*","STITCH","57.9000","-24.9000"
"*","STITCH","57.3000","-24.4000"
"*","STITCH","57.6000","-25.1000"
"*","STITCH","56.8000","-24.6000"
"*","STITCH","57.2000","-25.4000"
"*","STITCH","56.4000","-24.7000"
"*","STITCH","56.9000","-25.7000"
"*","STITCH","55.9000","-24.9000"
"*","STITCH","56.5000","-26.0000"
"*","STITCH","55.5000","-25.0000"
"*","STITCH","56.2000","-26.2000"
"*","STITCH","55.0000","-25.1000"
"*","STITCH","55.8000","-26.5000"
"*","STITCH","54.6000","-25.3000"
"*","STITCH","55.5000","-26.8000"
"*","STITCH","54.1000","-25.4000"
"*","STITCH","55.1000","-27.1000"
"*","STITCH","53.7000","-25.6000"
"*","STITCH","54.8000","-27.4000"
"*","STITCH","53.2000","-25.7000"
"*","STITCH","54.5000","-27.6000"
"*","STITCH","53.0000","-26.1000"
"*","STITCH","54.2000","-27.9000"
"*","STITCH","52.6000","-26.4000"
"*","STITCH","53.8000","-28.1000"
"*","STITCH","52.3000","-26.7000"
"*","STITCH","53.5000","-28.4000"
"*","STITCH","52.0000","-27.0000"
"*","STITCH","53.2000","-28.6000"
"*","STITCH","51.6000","-27.3000"
"*","STITCH","52.8000","-28.9000"
"*","STITCH","51.3000","-27.5000"
"*","STITCH","52.5000","-29.2000"
"*","STITCH","50.9000","-27.8000"
"*","STITCH","52.2000","-29.4000"
"*","STITCH","50.6000","-28.1000"
"*","STITCH","51.9000","-29.7000"
"*","STITCH","50.2000","-28.4000"
"*","STITCH","51.5000","-29.9000"
"*","STITCH","49.9000","-28.7000"
"*","STITCH","51.2000","-30.2000"
"*","STITCH","49.5000","-28.9000"
"*","STITCH","50.9000","-30.5000"
"*","STITCH","49.2000","-29.2000"
"*","STITCH","50.5000","-30.7000"
"*","STITCH","48.8000","-29.5000"
"*","STITCH","50.2000","-31.0000"
"*","STITCH","48.4000","-29.8000"
"*","STITCH","49.9000","-31.3000"
"*","STITCH","48.1000","-30.1000"
"*","STITCH","49.6000","-31.5000"
"*","STITCH","47.7000","-30.4000"
"*","STITCH","49.2000","-31.8000"
"*","STITCH","47.4000","-30.7000"
"*","STITCH","48.9000","-32.1000"
"*","STITCH","47.0000","-30.9000"
"*","STITCH","48.5000","-32.3000"
"*","STITCH","46.7000","-31.2000"
"*","STITCH","48.2000","-32.6000"
"*","STITCH","46.3000","-31.5000"
"*","STITCH","47.9000","-32.9000"
"*","STITCH","45.9000","-31.8000"
"*","STITCH","47.5000","-33.1000"
"*","STITCH","45.6000","-32.1000"
"*","STITCH","47.2000","-33.4000"
"*","STITCH","45.2000","-32.4000"
"*","STITCH","46.8000","-33.7000"
"*","STITCH","44.8000","-32.7000"
"*","STITCH","46.5000","-34.0000"
"*","STITCH","44.5000","-33.0000"
"*","STITCH","46.1000","-34.2000"
"*","STITCH","44.1000","-33.3000"
"*","STITCH","45.8000","-34.5000"
"*","STITCH","43.7000","-33.6000"
"*","STITCH","45.4000","-34.8000"
"*","STITCH","43.4000","-33.9000"
"*","STITCH","45.1000","-35.1000"
"*","STITCH","43.0000","-34.2000"
"*","STITCH","44.7000","-35.4000"
"*","STITCH","42.6000","-34.5000"
"*","STITCH","44.4000","-35.6000"
"*","STITCH","42.2000","-34.8000"
"*","STITCH","44.0000","-35.9000"
"*","STITCH","41.8000","-35.1000"
"*","STITCH","43.7000","-36.2000"
"*","STITCH","41.5000","-35.4000"
"*","STITCH","43.3000","-36.5000"
"*","STITCH","41.1000","-35.7000"
"*","STITCH","42.9000","-36.8000"
"*","STITCH","40.7000","-36.0000"
"*","STITCH","42.6000","-37.1000"
"*","STITCH","40.3000","-36.4000"
"*","STITCH","42.2000","-37.4000"
"*","STITCH","39.9000","-36.7000"
"*","STITCH","41.8000","-37.7000"
"*","STITCH","39.5000","-37.0000"
"*","STITCH","41.4000","-38.0000"
"*","STITCH","39.1000","-37.3000"
"*","STITCH","41.1000","-38.3000"
"*","STITCH","38.7000","-37.6000"
"*","STITCH","40.8000","-38.7000"
"*","STITCH","38.7000","-38.1000"
"*","STITCH","41.0000","-39.1000"
"*","STITCH","38.9000","-38.6000"
"*","STITCH","41.1000","-39.6000"
"*","STITCH","39.0000","-39.2000"
"*","STITCH","41.3000","-40.1000"
"*","STITCH","39.2000","-39.7000"
"*","STITCH","41.4000","-40.6000"
"*","STITCH","39.3000","-40.2000"
"*","STITCH","41.6000","-41.0000"
"*","STITCH","39.5000","-40.7000"
"*","STITCH","41.7000","-41.5000"
"*","STITCH","39.6000","-41.2000"
"*","STITCH","41.8000","-42.0000"
"*","STITCH","39.8000","-41.7000"
"*","STITCH","42.0000","-42.4000"
"*","STITCH","39.9000","-42.2000"
"*","STITCH","42.1000","-42.9000"
"*","STITCH","40.0000","-42.6000"
"*","STITCH","42.3000","-43.3000"
"*","STITCH","40.2000","-43.1000"
"*","STITCH","42.4000","-43.8000"
"*","STITCH","40.3000","-43.6000"
"*","STITCH","42.5000","-44.2000"
"*","STITCH","40.4000","-44.1000"
"*","STITCH","42.7000","-44.7000"
"*","STITCH","40.6000","-44.6000"
"*","STITCH","42.8000","-45.1000"
"*","STITCH","40.7000","-45.0000"
"*","STITCH","42.9000","-45.5000"
"*","STITCH","40.9000","-45.5000"
"*","STITCH","43.0000","-46.0000"
"*","STITCH","41.0000","-46.0000"
"*","STITCH","43.2000","-46.4000"
"*","STITCH","41.1000","-46.4000"
"*","STITCH","43.3000","-46.8000"
"*","STITCH","41.3000","-46.9000"
"*","STITCH","43.4000","-47.2000"
"*","STITCH","41.4000","-47.3000"
"*","STITCH","43.6000","-47.7000"
"*","STITCH","41.5000","-47.8000"
"*","STITCH","43.7000","-48.1000"
"*","STITCH","41.6000","-48.2000"
"*","STITCH","43.8000","-48.5000"
"*","STITCH","41.8000","-48.7000"
"*","STITCH","43.9000","-48.9000"
"*","STITCH","41.9000","-49.1000"
"*","STITCH","44.1000","-49.3000"
"*","STITCH","42.0000","-49.6000"
"*","STITCH","44.2000","-49.7000"
"*","STITCH","42.2000","-50.0000"
"*","STITCH","44.3000","-50.1000"
"*","STITCH","42.3000","-50.4000"
"*","STITCH","44.4000","-50.5000"
"*","STITCH","42.4000","-50.9000"
"*","STITCH","44.5000","-50.9000"
"*","STITCH","42.5000","-51.3000"
"*","STITCH","44.7000","-51.3000"
"*","STITCH","42.7000","-51.7000"
"*","STITCH","44.8000","-51.7000"
"*","STITCH","42.8000","-52.2000"
"*","STITCH","44.9000","-52.1000"
"*","STITCH","42.9000","-52.6000"
"*","STITCH","45.0000","-52.5000"
"*","STITCH","43.0000","-53.0000"
"*","STITCH","45.1000","-52.9000"
"*","STITCH","43.2000","-53.5000"
"*","STITCH","45.3000","-53.3000"
"*","STITCH","43.3000","-53.9000"
"*","STITCH","45.4000","-53.7000"
"*","STITCH","43.4000","-54.3000"
"*","STITCH","45.5000","-54.1000"
"*","STITCH","43.5000","-54.8000"
"*","STITCH","45.6000","-54.5000"
"*","STITCH","43.7000","-55.2000"
"*","STITCH","45.7000","-54.9000"
"*","STITCH","43.8000","-55.6000"
"*","STITCH","45.9000","-55.3000"
"*","STITCH","43.9000","-56.0000"
"*","STITCH","46.0000","-55.7000"
"*","STITCH","44.0000","-56.5000"
"*","STITCH","46.1000","-56.1000"
"*","STITCH","43.5000","-57.1000"
"*","STITCH","46.2000","-56.4000"
"*","STITCH","43.8000","-57.4000"
"*","STITCH","46.3000","-56.8000"
"*","STITCH","44.1000","-57.8000"
"*","STITCH","46.4000","-57.1000"
"*","STITCH","44.4000","-58.2000"
"*","STITCH","46.5000","-57.5000"
"*","STITCH","44.7000","-58.5000"
"*","STITCH","46.6000","-57.9000"
"*","STITCH","45.0000","-58.9000"
"*","STITCH","46.7000","-58.2000"
"*","STITCH","45.3000","-59.2000"
"*","STITCH","46.8000","-58.6000"
"*","STITCH","45.6000","-59.6000"
"*","STITCH","46.9000","-59.0000"
"*","STITCH","45.9000","-59.9000"
"*","STITCH","47.0000","-59.4000"
"*","STITCH","46.1000","-60.3000"
"*","STITCH","47.2000","-59.8000"
"*","STITCH","46.4000","-60.6000"
"*","STITCH","47.3000","-60.2000"
"*","STITCH","46.7000","-61.0000"
"*","STITCH","47.4000","-60.7000"
"*","STITCH","47.0000","-61.3000"
"*","STITCH","47.5000","-61.1000"
"*","STITCH","47.3000","-61.6000"
"*","STITCH","47.7000","-61.6000"
"*","STITCH","47.5000","-62.0000"
"*","STITCH","47.8000","-62.1000"
"*","STITCH","47.9000","-62.3000"
"*","STITCH","47.9000","-62.3000"
"*","STITCH","47.9000","-62.3000"
"*","STITCH","47.8000","-62.2000"
"*","STITCH","47.7000","-61.9000"
"*","STITCH","47.4000","-61.9000"
"*","STITCH","47.4000","-61.5000"
"*","STITCH","47.1000","-61.6000"
"*","STITCH","47.2000","-61.1000"
